Title,Author,Publish Date,Keywords,URL,First Name,Gender
On New Album Wartanian’s Experiment Goes the Distance,Taleen Babayan,2020-02-06,"music, culture, wartanians, raffi, experiment, wartanian, im, album, goes, writing, armenian, distance, musician",https://mirrorspectator.com/2020/02/06/on-new-album-wartanians-experiment-goes-the-distance/,Taleen,female
L.A.’s Little Armenia Kicks off Season 2 of ‘No Passport Required’ with Marcus Samuelsson on PBS,Michele Stueven,2020-01-23,"marcus, season, used, armenia, passport, angeles, kicks, little, weekly, traditions, las, different, community, pbs, required, food, armenian, rituals, samuelsson",https://mirrorspectator.com/2020/01/23/l-a-a-little-armenia-kicks-off-season-2-of-no-passport-required-with-marcus-samuelsson-on-pbs/,Michele,female
A Journey into a Merciful World: Christmas at St. Vartan Cathedral with Sant’Egidio Community,Ruth Bedevian,2020-01-23,"st, world, journey, christmas, santegidio, community, warm, ye, son, day, volunteers, vartan, unto, merciful, cathedral",https://mirrorspectator.com/2020/01/23/a-journey-into-a-merciful-world-christmas-at-st-vartan-cathedral-with-santegidio-community/,Ruth,female
"Hrant Dink Remembered in Cologne, Frankfurt",Muriel Mirak-Weissbach,2020-01-23,"dink, music, cologne, remembered, frankfurt, film, took, armenian, turkish, society, program, hrant",https://mirrorspectator.com/2020/01/23/hrant-dink-remembered-in-cologne-frankfurt/,Muriel,female
Recipe Corner: Grape Salad with Pecans and Roquefort Cheese,Christine Vartanian Datian,2020-01-23,"salad, oven, place, coat, culinary, pecans, roquefort, cheese, chefs, press, grape, vintage, corner, greens, recipe",https://mirrorspectator.com/2020/01/23/recipe-corner-grape-salad-with-pecans-and-roquefort-cheese/,Christine,female
Composing after Komitas,Muriel Mirak-Weissbach,2020-01-16,"armenia, festivals, choral, komitas, cultural, concert, international, composing, held, als, festival",https://mirrorspectator.com/2020/01/16/composing-after-komitas/,Muriel,female
Recipe Corner: Wild Nettle Imam Bayaldi,Christine Vartanian Datian,2020-01-09,"add, oven, place, oil, wild, eggplant, pot, water, pan, set, recipe, nettle, bayaldi, corner, imam",https://mirrorspectator.com/2020/01/09/arecipe-corner-wild-nettle-imam-bayaldi/,Christine,female
Armenian Architecture and Genocide,Muriel Mirak-Weissbach,2020-01-02,"dr, life, osnabrück, churches, architecture, armenians, genocide, exhibition, armenian, world, center, western",https://mirrorspectator.com/2020/01/02/armenian-architecture-and-genocide/,Muriel,female
"Photographer Khatcherian Brings Cilicia, Armenia to Life",Taleen Babayan,2020-01-02,"armenia, life, region, order, photograph, publication, images, cilicia, fortresses, armenian, reach, photographer, brings, khatcherian",https://mirrorspectator.com/2020/01/02/photographer-khatcherian-brings-cilicia-armenia-to-life/,Taleen,female
Recipe Corner: Candied Quince,Christine Vartanian Datian,2020-01-02,"quince, trinity, slices, 12, cut, stick, cups, water, candied, recipe, cinnamon, heat, corner",https://mirrorspectator.com/2020/01/02/recipe-corner-candied-quince/,Christine,female
Roasted Whole Baby Pumpkins,Christine Vartanian Datian,2019-12-19,"ounce, place, heavy, butter, pumpkins, roasted, pan, sauce, season, baby, salt, pumpkin",https://mirrorspectator.com/2019/12/19/roasted-whole-baby-pumpkins/,Christine,female
Spotlight on Armenia’s Fashion Industry,Gayane Ghazaryan,2019-12-19,"armenia, industry, fashion, armenias, materials, traditional, armenian, think, high, world, designers, quite, spotlight",https://mirrorspectator.com/2019/12/19/spotlight-on-armenias-fashion-industry/,Gayane,female
"Armenian-Americans, Leaders, Gather in Glendale to Celebrate U.S. Recognition of Armenian Genocide",Marianne Love,2019-12-19,"gather, world, approved, recent, leaders, political, events, house, schiff, genocide, celebrate, struggle, armenian, recognition, resolution, armenianamericans, glendale",https://mirrorspectator.com/2019/12/19/armenian-americans-leaders-gather-in-glendale-to-celebrate-u-s-recognition-of-armenian-genocide/,Marianne,female
St. Leon Choir Participates in Pan-Orthodox Christmas Concert,Ruth Bedevian,2019-12-19,"st, participates, christmas, syriac, nj, sing, concert, lord, unity, church, choir, hymns, nativity, leon, panorthodox, orthodox",https://mirrorspectator.com/2019/12/19/st-leon-choir-participates-in-pan-orthodox-christmas-concert/,Ruth,female
Recipe Corner: Armenian Farina Cake,Christine Vartanian Datian,2019-12-12,"oven, union, treasured, syrup, farina, baking, womens, armenian, cake, corner, sugar, recipes, recipe",https://mirrorspectator.com/2019/12/12/recipe-corner-armenian-farina-cake/,Christine,female
"Finding Humor in the World, One Cartoon at a Time",Marietta Khachatryan,2019-12-12,"armenia, world, finding, azg, events, toto, humor, cartoons, book, cartoonist, cartoon, torosyan, translates",https://mirrorspectator.com/2019/12/12/finding-humor-in-the-world-one-cartoon-at-a-time/,Marietta,female
Armenian Christmas Pudding (Anooshabour),Christine Vartanian Datian,2019-12-05,"wheat, christmas, water, soup, anooshabour, armenian, sweet, soaked, pudding, served, recipe",https://mirrorspectator.com/2019/12/05/armenian-christmas-pudding-anooshabour/,Christine,female
UCLA to Launch Institute to Advance Scholarship on Armenia and Diaspora,Jennifer Wheelock,2019-12-05,"diaspora, armenia, promise, studies, health, launch, research, film, armenian, scholarship, institute, public, advance, ucla",https://mirrorspectator.com/2019/12/05/ucla-to-launch-institute-to-advance-scholarship-on-armenia-and-diaspora/,Jennifer,female
Armenian Research Center Established in the Polish Academy of Sciences,Armenuhi Drost-Abgarjan,2019-12-05,"university, research, poland, prof, polish, stopka, armenian, majus, academy, library, established, center, sciences",https://mirrorspectator.com/2019/12/05/armenian-research-center-established-in-the-polish-academy-of-sciences/,Armenuhi,female
Komitas Celebrated in Berlin and Halle,Armenuhi Drost-Abarjan,2019-12-05,"armenia, university, music, celebrated, work, komitas, prof, conference, armenian, germany, berlin, halle",https://mirrorspectator.com/2019/12/05/komitas-celebrated-in-berlin-and-halle/,Armenuhi,female
Nairi Demirchian-Gazarian Receives Armenian American Pharmacists’ Association 2019 Member of rhe Year Award,Sossy Yogurtian,2019-11-29,"worcester, association, receives, pharmacists, technician, work, award, pharmacist, demirchiangazarian, american, nairi, osco, wanted, member, student, rhe, bekelian, armenian, pharmacy",https://mirrorspectator.com/2019/11/29/nairi-demirchian-gazarian-receives-armenian-american-pharmacists-association-2019-member-of-rhe-year-award/,Sossy,female
Recipe Corner: Bijug (Bulgur Patties in Tomato Sauce),Christine Vartanian Datian,2019-11-29,"patties, place, taste, bijug, water, bulgur, traditional, sauce, sonia, recipes, maranik, book, explanation, corner, tomato, balls, recipe",https://mirrorspectator.com/2019/11/29/recipe-corner-bijug-bulgur-patties-in-tomato-sauce/,Christine,female
Germans in Dialogue with Armenia,Muriel Mirak-Weissbach,2019-11-29,"armenia, students, exchange, dialogue, meeting, support, germans, took, economic, levels, founding, promoting",https://mirrorspectator.com/2019/11/29/germans-in-dialogue-with-armenia/,Muriel,female
Armenian Pianist Celebrates the Schumanns,Muriel Mirak-Weissbach,2019-11-21,"music, playing, piano, robert, clara, celebrates, wieck, khachatryan, armenian, schumann, works, schumanns, stage, pianist",https://mirrorspectator.com/2019/11/21/armenian-pianist-celebrates-the-schumanns/,Muriel,female
Recipe Corner: Samvel Hovhannisyan’s Khash Recipe,Christine Vartanian Datian,2019-11-21,"dish, hovhannisyans, toasts, vodka, samvel, soup, traditional, armenian, recipe, winter, khash, salt, corner, hovhannisyan",https://mirrorspectator.com/2019/11/21/recipe-corner-samvel-hovhannisyans-khash-recipe/,Christine,female
Recipe Corner: Zucchini Walnut Bread,Christine Vartanian Datian,2019-11-14,"cup, bread, minutes, measuring, flour, raisins, corner, sugar, walnut, pans, baking, zucchini, recipe, magazine",https://mirrorspectator.com/2019/11/14/recipe-corner-zucchini-walnut-bread/,Christine,female
Charents’ Most Iconic Creation Becomes Accessible in 35 Languages,Gayane Ghazaryan,2019-11-08,"gohar, languages, different, yes, im, charents, translators, iconic, poem, armenian, hayastani, accessible, 35, indian, creation",https://mirrorspectator.com/2019/11/08/charents-most-iconic-creatiocharents-most-iconic-creation-becomes-accessible-in-35-languages/,Gayane,female
Memoirs of an Orphan,Muriel Mirak-Weissbach,2019-11-07,"smyrna, marash, children, work, sent, melidonian, memoirs, thanks, orphanage, germany, armenian, orphan",https://mirrorspectator.com/2019/11/07/memoirs-of-an-orphan/,Muriel,female
Recipe Corner: Spinach Borani,Christine Vartanian Datian,2019-10-31,"add, bread, borani, onions, spinach, skillet, warm, using, wipe, yogurt, vegetable, mixture, recipe, corner",https://mirrorspectator.com/2019/10/31/recipe-corner-spinach-borani/,Christine,female
Young Armenian Authors Come to Frankfurt Book Fair,Muriel Mirak-Weissbach,2019-10-24,"armenia, present, author, yerevan, publishers, authors, frankfurt, poetry, fair, book, come, armenian, media, young",https://mirrorspectator.com/2019/10/24/young-armenian-authors-come-to-frankfurt-book-fair/,Muriel,female
Recipe Corner: Vanetzi Ashkile (Spinach Soup),Christine Vartanian Datian,2019-10-24,"trinity, ashkile, onions, spinach, rhubarb, vanetzi, water, soup, tossing, olive, recipe, recipes, simmer, corner, zezads",https://mirrorspectator.com/2019/10/24/recipe-corner-vanetzi-ashkile-spinach-soup/,Christine,female
‘My Way’ Center for Autistic Children Celebrates Expansion,Muriel Mirak-Weissbach,2019-10-18,"autism, yerevan, children, plans, way, work, expansion, celebrates, fund, hakobyan, autistic, building, wife, center",https://mirrorspectator.com/2019/10/18/my-way-center-for-autistic-children-celebrates-expansion/,Muriel,female
Recipe Corner: Armenian Baked White Fish,Christine Vartanian Datian,2019-10-17,"lemon, trinity, oil, water, holy, white, baked, church, armenian, recipe, apostolic, baking, fish, corner",https://mirrorspectator.com/2019/10/17/armenian-baked-white-fish/,Christine,female
AWWA Luncheon to Take Place at Belmont Country Club on November 9,Lalig Musserian,2019-10-17,"country, luncheon, place, humanitarian, care, medical, nursing, armenian, belmont, awwa, nagornokarabakh, providing, hanganak, center, club",https://mirrorspectator.com/2019/10/17/awwa-luncheon-to-take-place-at-belmont-country-club-on-november-9/,Lalig,female
Armenia’s Constitutional Court Refuses to Oust Chairman,Gayane Saribekian,2019-10-17,"tovmasyan, oust, saribekianyerevan, court, refuses, armenias, things, constitutional, resolution, tovmasyans, judges, chairman, voted, vote",https://mirrorspectator.com/2019/10/17/armenias-constitutional-court-refuses-to-oust-chairman/,Gayane,female
Armenia’s Cultural Ambassadors Celebrate with Music,Muriel Mirak-Weissbach,2019-10-10,"armenia, music, culture, cultural, armenias, concert, national, celebrate, ambassadors, germany, armenian, relations, berlin, center",https://mirrorspectator.com/2019/10/10/armenias-cultural-ambassadors-celebrate-with-music/,Muriel,female
‘Fleabag’s Andrew Scott to Headline Steven Zaillian’s Tom Ripley Drama Series At Showtime Based On Novels,Nellie Andreeva,2019-10-10,"tom, novels, series, showtime, fleabag, headline, season, steven, talented, zaillians, role, scott, ripley, fleabags",https://mirrorspectator.com/2019/10/10/fleabags-andrew-scott-to-headline-steven-zaillians-tom-ripley-drama-series-at-showtime-based-on-novels/,Nellie,female
"Dr. Beata Navratil’s Lecture at Boston University on Anush Opera, Armenian Poetry and Music",Elizabeth Eckert,2019-10-10,"dr, anush, music, university, lecture, piano, history, school, poetry, boston, opera, performance, armenian, navratils, beata, navratil",https://mirrorspectator.com/2019/10/10/dr-beata-navratils-lecture-at-boston-university-on-anush-opera-armenian-poetry-and-music/,Elizabeth,female
Holy Trinity Armenian Apostolic Church Bread Sticks (Simit),Christine Vartanian Datian,2019-10-10,"bread, trinity, oven, holy, simit, church, sticks, armenian, apostolic, recipes, dough, cookbook, guild",https://mirrorspectator.com/2019/10/10/holy-trinity-armenian-apostolic-church-bread-sticks-simit/,Christine,female
Tekeyan Cultural Association Delegation Visits Berdzor School as Part of Sponsor a Teacher Program,Anahit Kosakyan,2019-10-10,"berdzor, students, staff, teacher, work, support, guests, cultural, sponsor, visits, association, tekeyan, artsakh, delegation, student, program, school",https://mirrorspectator.com/2019/10/10/tekeyan-cultural-association-delegation-visits-berdzor-school-as-part-of-sponsor-a-teacher-program/,Anahit,female
Ecumenical Commemoration of Genocide Victims,Muriel Mirak-Weissbach,2019-10-03,"hofmann, commemoration, smyrna, sarkis, victims, heard, village, saw, genocide, ecumenical, soldiers, armenian, turkish, later",https://mirrorspectator.com/2019/10/03/ecumenical-commemoration-of-genocide-victims/,Muriel,female
Guest Recipe: Arousiak Avedyan’s Family Yalanchi Recipe,Christine Vartanian Datian,2019-10-03,"lemon, place, leaf, arousiak, minutes, juice, family, yalanchi, guest, remove, avedyans, filling, grape, cool, leaves, recipe",https://mirrorspectator.com/2019/10/03/guest-recipe-arousiak-avedyans-family-yalanchi-recipe/,Christine,female
This 3D-Printed Robot Assembles Itself and Then Rolls Away,Amina Khan,2019-10-03,"soft, rolls, power, robot, squishy, 3dprinted, away, theyre, times, source, robots, usually, science, assembles",https://mirrorspectator.com/2019/10/03/this-3d-printed-robot-assembles-itself-and-then-rolls-away/,Amina,female
Guest Recipe: Cheese Blintzes with Honey and Jam,Christine Vartanian Datian,2019-09-26,"cup, wine, place, blintzes, butter, jam, guest, crepe, pan, honey, cheese, medium, vintage, vanilla, heat, recipe",https://mirrorspectator.com/2019/09/26/guest-recipe-cheese-blintzes-with-honey-and-jam/,Christine,female
Reclaiming our Ancient Heritage: Portasar (Göbekli Tepe),Adriana Tchalian,2019-09-26,"göbekli, tepe, walls, bc, tshaped, agriculture, ancient, heritage, structures, set, reclaiming, turkey, portasar, ca, site",https://mirrorspectator.com/2019/09/26/reclaiming-our-ancient-heritage-portasar-gobekli-tepe/,Adriana,female
"Guest Recipe: Grapes Leaves with Rice, Lemon Juice, Olive Oil and Herbs",Christine Vartanian Datian,2019-09-19,"lemon, oil, leaf, juice, pot, guest, rolled, remove, water, rice, stir, grape, olive, grapes, herbs, leaves, casserole, recipe",https://mirrorspectator.com/2019/09/19/guest-recipe-grapes-leaves-with-rice-lemon-juice-olive-oil-and-herbs/,Christine,female
Guest Recipe: Saghi Bourma (rolled pastry with walnuts),Christine Vartanian Datian,2019-09-12,"saghi, filo, guest, rolled, syrup, pastry, dowel, bourma, vartanesian, tablespoon, sugar, recipe, dough, wrap, walnuts, stirring",https://mirrorspectator.com/2019/09/12/guest-recipe-saghi-bourma-rolled-pastry-with-walnuts/,Christine,female
"Goethe, Poetry and Truth Honored at Weimar Ceremony",Muriel Mirak-Weissbach,2019-09-12,"german, truth, honored, remembrance, wilke, violence, poetry, ceremony, goethe, means, germany, weimar, past, works, akhanlı",https://mirrorspectator.com/2019/09/12/goethe-poetry-and-truth-honored-at-weimar-ceremony/,Muriel,female
Armenians in Berlin,Muriel Mirak-Weissbach,2019-09-05,"novel, literary, yerevan, work, armenians, poladjan, restoration, bible, book, armenian, berlin",https://mirrorspectator.com/2019/09/05/armenians-in-berlin/,Muriel,female
Recipe Corner: Arpie Vartanesian’s Celery Stew (Geragoor),Christine Vartanian Datian,2019-09-05,"kufteh, cook, broth, meat, stew, minutes, pot, bones, geragoor, celery, vartanesians, corner, arpie, neck, recipe",https://mirrorspectator.com/2019/09/05/recipe-corner-arpie-vartanesians-celery-stew-geragoor/,Christine,female
Khachaturyan sisters who killed father touch Russian hearts,Nina Nazarova,2019-09-05,"hearts, domestic, murder, russian, russia, abuse, mother, sisters, cases, killed, touch, father, girls, khachaturyan",https://mirrorspectator.com/2019/09/05/khachaturyan-sisters-who-killed-father-touch-russian-hearts/,Nina,female
What It’s Really Like to Go Plastic-Free,Jen Babakhan,2019-09-05,"items, glass, really, way, plasticfree, instead, bags, dont, seferian, swap, doesnt, plastic",https://mirrorspectator.com/2019/09/05/what-its-really-like-to-go-plastic-free/,Jen,female
Entrepreneurs Engage and Motivate the Next Generation,Taleen Babayan,2019-09-03,"arpi, business, panelists, engage, important, generation, nerouj, derderian, motivate, entrepreneurs, clients, audience, ani, panel",https://mirrorspectator.com/2019/09/03/entrepreneurs-engage-and-motivate-the-next-generation/,Taleen,female
Recipe Corner: Chorag,Christine Vartanian Datian,2019-08-29,"cup, add, trinity, butter, let, rise, chorag, mix, armenian, recipe, apostolic, beaten, corner",https://mirrorspectator.com/2019/08/29/recipe-corner-chorag/,Christine,female
Tumanyan in the Land of the Brothers Grimm,Muriel Mirak-Weissbach,2019-08-29,"fairy, german, literary, translated, published, themes, land, works, grimm, brothers, tales, tumanyan, grimms",https://mirrorspectator.com/2019/08/29/tumanyan-in-the-land-of-the-brothers-grimm/,Muriel,female
Dogan Akhanlı Receives Goethe Medal for Cultural Exchange,Muriel Mirak-Weissbach,2019-08-22,"dogan, german, exchange, cultural, goethe, medal, international, works, turkey, turkish, receives, writer, institute, akhanlı",https://mirrorspectator.com/2019/08/22/dogan-akhanli-receives-goethe-medal-for-cultural-exchange/,Muriel,female
Recipe Corner: Armenian Lahmajoun,Christine Vartanian Datian,2019-08-22,"place, note, lahmajoun, flour, topping, onion, bowl, lightly, armenian, recipe, parsley, plastic, dough, corner",https://mirrorspectator.com/2019/08/22/recipe-corner-armenian-lahmajoun/,Christine,female
Recipe Corner: Auntie Zee’s World-Famous Apricot Jam from Fresno,Christine Vartanian Datian,2019-08-14,"dr, late, auntie, apricot, shared, jam, worldfamous, knew, corner, fresno, zees, baxter, zee, think, recipe",https://mirrorspectator.com/2019/08/14/recipe-corner-auntie-zees-world-famous-apricot-jam-from-fresno/,Christine,female
"McDonald’s Might Have Been McMikoyan’s, if Not for a World War",Deena Prichep,2019-08-14,"zakuski, gronow, soup, main, centralized, war, mcdonalds, world, dish, workers, soviet, mcmikoyans, meals",https://mirrorspectator.com/2019/08/14/mcdonalds-might-have-been-mcmikoyans-if-not-for-a-world-war/,Deena,female
Nur and the Quest to Reconnect with Nature,Sona Hamalian,2019-08-14,"artistic, music, yerevan, fly, sculpture, love, drawing, jewelry, quest, nature, spectators, nur, reconnect, line",https://mirrorspectator.com/2019/08/14/nur-and-the-quest-to-reconnect-with-nature/,Sona,female
"Bulgur, Mint and Peach Salad",Christine Vartanian Datian,2019-08-08,"salad, mint, oil, dressing, pomegranate, peach, tablespoons, bulgur, lettuce, bowl, olive, teaspoon, walnuts",https://mirrorspectator.com/2019/08/08/bulgur-mint-and-peach-salad/,Christine,female
Armenian Artists in Research and Dialogue,Muriel Mirak-Weissbach,2019-08-08,"wolf, yerevan, artists, dialogue, history, research, family, launched, armenian, galentz, works, site",https://mirrorspectator.com/2019/08/08/armenian-artists-in-research-and-dialogue/,Muriel,female
Former Flynn Associate Convicted of Illegal Lobbying for Turkey,Brandi Buchman,2019-08-08,"courthouse, lobbying, work, associate, guilty, illegal, convicted, kian, turkey, turkish, hours, flynn, 2016, charges",https://mirrorspectator.com/2019/08/08/former-flynn-associate-convicted-of-illegal-lobbying-for-turkey/,Brandi,female
Velvety Artistic Representation at Venice Biennale,Tina Chakarian,2019-08-01,"diaspora, artistic, world, art, la, artists, representation, pavilion, women, venice, armenian, velvety, venezia, biennale",https://mirrorspectator.com/2019/08/01/velvety-artistic-representation-at-venice-biennale/,Tina,female
Yerevan Music Students Win in Rimini,Muriel Mirak-Weissbach,2019-08-01,"students, music, won, yerevan, prizes, school, italian, youngsters, win, rimini, young",https://mirrorspectator.com/2019/08/01/yerevan-music-students-win-in-rimini/,Muriel,female
Armenian Artists Show Works in Belgrade,Muriel Mirak-Weissbach,2019-08-01,"serbia, belgrade, yerevan, artists, unable, voskyan, gallery, armenian, works, vardanyan, young, zhora",https://mirrorspectator.com/2019/08/01/armenian-artists-show-works-in-belgrade/,Muriel,female
Recipe Corner: Treasured Recipes from Fresno,Christine Vartanian Datian,2019-08-01,"cup, trinity, meat, salt, minutes, eggplant, treasured, pepper, armenian, fresno, recipe, tomato, teaspoon, recipes, corner",https://mirrorspectator.com/2019/08/01/recipe-corner-treasured-recipes-from-fresno/,Christine,female
Özdemir Receives Wallenberg Medal,Muriel Mirak-Weissbach,2019-07-25,"wallenberg, victims, values, özdemir, award, medal, genocide, church, war, world, receives, bundestag",https://mirrorspectator.com/2019/07/25/ozdemir-receives-wallenberg-medal/,Muriel,female
Recipe Corner: Yogurt Cakes,Christine Vartanian Datian,2019-07-25,"cup, butter, pan, bowl, yogurt, cakes, cake, recipe, mixture, teaspoon, baking, corner",https://mirrorspectator.com/2019/07/25/recipe-corner-yogurt-cakes/,Christine,female
‘Armenia! and Its Aftermath’ Slide Lecture by Dr. Helen Evans Draws Capacity Crowd in Detroit,Alice Nigoghosian,2019-06-27,"draws, came, armenia, museum, art, capacity, slide, exhibition, museums, lecture, manoogian, armenians, helen, detroit, dr, crowd, lot, armenian, evans",https://mirrorspectator.com/2019/06/27/armenia-and-its-aftermath-slide-lecture-by-dr-helen-evans-draws-capacity-crowd-in-detroit/,Alice,female
Recipe Corner: Asparagus Two Ways,Christine Vartanian Datian,2019-06-27,"lemon, oil, asparagus, tomatoes, minutes, tablespoons, tender, pepper, recipe, toss, ways, salt, corner",https://mirrorspectator.com/2019/06/27/recipe-corner-asparagus-two-ways/,Christine,female
Armenian-American Maine House Speaker Sara Gideon Is Officially Running For Susan Collins’ Senate Seat,Hayley Miller,2019-06-27,"gideon, sara, officially, maine, work, susan, house, senate, speaker, campaign, state, seat, maines, running",https://mirrorspectator.com/2019/06/27/armenian-american-maine-house-speaker-sara-gideon-is-officially-running-for-susan-collins-senate-seat/,Hayley,female
"Teaching Genocide: Where There’s a Political Will, There’s a Way",Muriel Mirak-Weissbach,2019-06-27,"dr, issue, way, political, saxony, theres, kantian, lower, genocide, resolution, state, party, teaching",https://mirrorspectator.com/2019/06/27/teaching-genocide-where-theres-a-political-will-theres-a-way/,Muriel,female
Soccer Star Henrikh Mkhitaryan Marries Fiancée Betty Vardanyan in Venice,Lily Waddell,2019-06-20,"tiara, stunning, soccer, fiancée, mkhitaryan, veilwith, water, truly, waddellvenice, venice, true, marries, wedding, vardanyan, henrikh, betty, star",https://mirrorspectator.com/2019/06/20/soccer-star-henrikh-mkhitaryan-marries-fiancee-betty-vardanyan-in-venice/,Lily,female
ATP Opens Charles G. Bilezikian Greenhouse Where Plants and Minds Will Grow,Ani Melkonyan,2019-06-20,"students, space, charles, margahovit, education, tree, atp, opens, plants, minds, bilezikian, lori, outdoor, environmental, greenhouse, g, grow",https://mirrorspectator.com/2019/06/20/atp-opens-charles-g-bilezikian-greenhouse-where-plants-and-minds-will-grow/,Ani,female
Armenia Begins Probe of 2016 War,Ani Mejlumyan,2019-06-20,"armenia, questions, pashinyan, yerevan, point, political, begins, nagornokarabakh, war, probe, told, sargsyan, commission, serzh, 2016",https://mirrorspectator.com/2019/06/20/armenia-begins-probe-of-2016-war/,Ani,female
Journalist Deniz Yücel Speaks Out on Arrest in Turkey,Muriel Mirak-Weissbach,2019-06-12,"arrest, german, deniz, akrap, frankfurt, case, campaign, germany, turkey, speaks, arrested, yücel, journalist, trial",https://mirrorspectator.com/2019/06/12/journalist-deniz-yucel-speaks-out-on-arrest-in-turkey/,Muriel,female
Zareh Sinanyan leaves City Council to work for Armenian government,Lila Seidman,2019-06-12,"understands, sinanyan, world, najarian, work, glendale, city, zareh, armenian, council, leaves, according",https://mirrorspectator.com/2019/06/12/zareh-sinanyan-leaves-city-council-to-work-for-armenian-government/,Lila,female
Think Autocracy Is ‘Impossible’ Here? Look at Turkey.,Ece Temelkuran,2019-06-12,"impossible, world, leaders, political, democracy, skills, populism, populist, think, turkey, autocracy, global, look, rightwing",https://mirrorspectator.com/2019/06/12/think-autocracy-is-impossible-here-look-at-turkey/,Ece,female
US Grounds Turkish F-35 Pilots,Lara Seligman,2019-06-12,"f35, united, pilots, access, force, 31, deadline, turkish, grounds, week, air, program",https://mirrorspectator.com/2019/06/12/us-grounds-turkish-f-35-pilots/,Lara,female
Celebrating 25 Years of Tree Planting in Armenia,Monique Svazlian,2019-06-06,"armenia, 25, tree, planting, water, weve, celebrate, talk, celebrating, trees, challenges, cover, forest",https://mirrorspectator.com/2019/06/06/celebrating-25-years-of-tree-planting-in-armenia/,Monique,female
Artists Launch Creative Fundraising in Istanbul,Muriel Mirak-Weissbach,2019-06-06,"yerevan, artists, istanbul, work, launch, way, members, kurdian, creative, fundraising, ani, works, building, center",https://mirrorspectator.com/2019/06/06/artists-launch-creative-fundraising-in-istanbul/,Muriel,female
Recipe Corner: Bulgur with Eggs and Tomatoes (Havgitov Kufta),Christine Vartanian Datian,2019-06-06,"add, tomatoes, tosssprinkle, slightly, warm, serve, bulgur, stir, havgitov, used, stand, corner, tomato, kufta, recipe, eggs",https://mirrorspectator.com/2019/06/06/recipe-corner-bulgur-with-eggs-and-tomatoes-havgitov-kufta/,Christine,female
Reaching for the American Dream: The Story of Young Armenian Tech Entrepreneur Hovhaness Marukyan Zirekyants,Monique Svazlian,2019-05-30,"zirekyants, money, able, tech, american, dont, marukyan, entrepreneur, dream, supportive, app, goal, help, reaching, young, hovhaness, save, armenian, savely",https://mirrorspectator.com/2019/05/30/reaching-for-the-american-dream-the-story-of-young-armenian-tech-entrepreneur-hovhaness-marukyan-zirekyants/,Monique,female
Recipe Corner: Kidney Bean and Potato Soup,Christine Vartanian Datian,2019-05-30,"kidney, oil, onions, bread, potato, tomatoes, sliced, water, soup, pepper, olive, corner, bean, parsley, recipe, red",https://mirrorspectator.com/2019/05/30/recipe-corner-kidney-bean-and-potato-soup/,Christine,female
Levon I and the Kingdom of Cilicia,Muriel Mirak-Weissbach,2019-05-30,"kiurike, hohenstaufens, political, research, coins, cilicia, period, armenian, kingdom, king, relations, levon",https://mirrorspectator.com/2019/05/30/levon-i-and-the-kingdom-of-cilicia/,Muriel,female
The Revival of Berd in Tavush Marz,Eva Medzorian,2019-05-23,"armenia, toon, marz, revival, youth, veradarts, tavush, berd, projects, house, party, wife, husband, young",https://mirrorspectator.com/2019/05/23/the-revival-of-berd-in-tavush-marz/,Eva,female
Vigil and Commemoration in Berlin,Muriel Mirak-Weissbach,2019-05-16,"commemoration, vigil, fögg, tessa, participants, genocide, ecumenical, armenian, turkish, held, society, berlin",https://mirrorspectator.com/2019/05/16/vigil-and-commemoration-in-berlin/,Muriel,female
Recipe Corner: Faloodeh or Paludeh ye Shirazi,Christine Vartanian Datian,2019-05-16,"frozen, faloodeh, ye, paludeh, noodles, called, corner, treat, vermicelli, persian, shirazi, robyn, recipe, sour",https://mirrorspectator.com/2019/05/16/recipe-corner-faloodeh-or-paludeh-ye-shirazi/,Christine,female
Cher Shines at TD Garden,Brenda Tavitian,2019-05-16,"world, womans, shoop, crowd, movie, known, wig, garden, wearing, cher, td, shines, came",https://mirrorspectator.com/2019/05/16/cher-shines-at-td-garden/,Brenda,female
"Three Artists Exhibit in Netherlands, Germany",Muriel Mirak-Weissbach,2019-05-16,"armenia, van, wiesbaden, netherlands, artists, exhibit, took, germany, groningen, works, artist",https://mirrorspectator.com/2019/05/16/three-artists-exhibit-in-netherlands-germany/,Muriel,female
Boston Orphan and Child Care Gala Honors Michèle Simourian,Dianne Chilingerian,2019-05-16,"evening, committee, care, honors, gala, child, boston, special, michèle, armenian, orphan, 30, simourian",https://mirrorspectator.com/2019/05/16/boston-orphan-and-child-care-gala-honors-michele-simourian/,Dianne,female
Old Yerevan and Young Voices Clash,Muriel Mirak-Weissbach,2019-05-09,"voices, buildings, yerevan, work, project, old, urban, clash, building, city, vardanyan, development, young",https://mirrorspectator.com/2019/05/09/old-yerevan-and-young-voices-clash/,Muriel,female
Future Generations Carry Memories of the Past,Taleen Babayan,2019-05-09,"memories, history, columbia, video, oral, legacy, genocide, exhibit, survivor, armenian, past, generations, barba, future, carry",https://mirrorspectator.com/2019/05/09/future-generations-carry-memories-of-the-past/,Taleen,female
Young Talents Honor the Memory of Genocide Victims,Muriel Mirak-Weissbach,2019-05-02,"musicians, opus, victims, music, hartmann, komitas, program, genocide, minor, talents, armenian, germany, sargsyan, memory, honor, young",https://mirrorspectator.com/2019/05/02/young-talents-honor-the-memory-of-genocide-victims/,Muriel,female
